id,query,Unnamed,title,image,link,listing_type,bedroom,bathrooms,location,town,price,pricepermonth,views,reactions
405,family houses in  Buea OIC,476,"2 bedrooms apartment for rent  |  OIC, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/7fe77e4773f640aca0189154626c7794.JPEG,https://digitalrenter.com/en/apartment/OIC/Buea/apartment-to-let-3039?locale=en,Apartment,2,2.0,OIC, Buea,70000.0,per month,70,10
406,family houses in  Buea Tarred Malingo,463,"1 for rent  |  Tarred Malingo, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/055fc862505c07ee61861aede4d524fe.jpg,https://digitalrenter.com/en/studio/Tarred%20Malingo/Buea/studio-to-let-3061?locale=en,Studio,1,1.0,Tarred Malingo, Buea,50000.0,per month,50,7
407,family houses in  Buea Tarred Malingo,603,"1 for rent  |  Tarred Malingo, Buea, Cameroon",https://digitalrenter.com/front/img/house-search.png,https://digitalrenter.com/en/studio/Tarred%20Malingo/Buea/studio-to-let-2757?locale=en,Studio,1,1.0,Tarred Malingo, Buea,50000.0,per month,50,0
408,affordable houses in  Buea Bokwango,548,"1 toguest house to let  |  Bokwango, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/5e697a1c78fe202b7107b37f0762adb0.JPEG,https://digitalrenter.com/en/guest%20house/Bokwango/Buea/guest-house-to-let-2889?locale=en,Guest house,1,1.0,Bokwango, Buea,25000.0,As from,25,6
409,affordable houses in  Buea Bokwango,927,"1 for rent  |  Bokwango, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/b1c109085ed7d3e5f1926a91e0014ef7.jpg,https://digitalrenter.com/en/store/Bokwango/Buea/store-to-let-1624?locale=en,Store,1,0.0,Bokwango, Buea,50000.0,per month,50,3
410,apartment in  Limbe Behind GHS Limbe,172,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/a14be7f335c5fe8951e772f657507b1f.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-3674?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,130000.0,per month,130,7
411,apartment in  Limbe Behind GHS Limbe,238,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/0efe9e0a7c0c1a3032a9e459cc002cc2.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-3516?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,100000.0,per month,100,6
412,apartment in  Limbe Behind GHS Limbe,275,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/c20e86b6daeb026f8194b7c0865bd4e1.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-3450?locale=en,Apartment,2,1.0,Behind GHS Limbe, Limbe,65000.0,per month,65,6
413,apartment in  Limbe Behind GHS Limbe,285,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/2809c34eb2e028f2ad8a253fb104ea50.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-3434?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,80000.0,per month,80,7
414,apartment in  Limbe Behind GHS Limbe,554,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/51838fba2c04717d0a4e4d5c7d028651.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-2883?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,85000.0,per month,85,7
415,apartment in  Limbe Behind GHS Limbe,598,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/72ebdcade0f83b26ac3dc689ffd95903.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-2769?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,85000.0,per month,85,12
416,apartment in  Limbe Behind GHS Limbe,758,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/1165078903abe39ac4d118131b4458c8.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-2208?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,130000.0,per month,130,25
417,apartment in  Limbe Behind GHS Limbe,775,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/f1587c47524fe349898807303de5e725.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-2141?locale=en,Apartment,2,1.0,Behind GHS Limbe, Limbe,80000.0,per month,80,18
418,apartment in  Limbe Behind GHS Limbe,776,"3 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/9df7b386521b3deef1c8eed150bb86f0.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-2140?locale=en,Apartment,3,3.0,Behind GHS Limbe, Limbe,160000.0,per month,160,24
419,apartment in  Limbe Behind GHS Limbe,834,"2 bedrooms apartment for rent  |  Behind GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/925cc79a56eb98f8a993537b329fb445.JPEG,https://digitalrenter.com/en/apartment/Behind%20GHS%20Limbe/Limbe/apartment-to-let-1934?locale=en,Apartment,2,2.0,Behind GHS Limbe, Limbe,150000.0,per month,150,4
420,1 bedroom house in Church street Limbe,911,"1 toguest house to let   |  Church street, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/91036ce0915238ee33ce5a99476ef3f4.jpg,https://digitalrenter.com/en/guest%20house/Church%20street/Limbe/guest-house-to-let-1672?locale=en,Guest house,1,1.0,Church street, Limbe,30000.0,As from,30,3
421,2 bedroom house in Bakweri Town Buea,88,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.com/front/img/house-search.png,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3818?locale=en,Apartment,2,2.0,Bakweri Town, Buea,100000.0,per month,100,0
422,2 bedroom house in Bakweri Town Buea,107,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/69aa085ba762654488286f2f18eccfd4.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3775?locale=en,Apartment,2,2.0,Bakweri Town, Buea,90000.0,per month,90,7
423,2 bedroom house in Bakweri Town Buea,353,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/70ab1448c3549980b5a73a409004fe70.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3259?locale=en,Apartment,2,2.0,Bakweri Town, Buea,80000.0,per month,80,1
424,2 bedroom house in Bakweri Town Buea,354,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/37e2d117ac18d367b6f1db236e283359.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3258?locale=en,Apartment,2,2.0,Bakweri Town, Buea,100000.0,per month,100,1
425,2 bedroom house in Bakweri Town Buea,370,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/a7dfed7aecedbb10edb55a3d4e81e600.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3234?locale=en,Apartment,2,2.0,Bakweri Town, Buea,90000.0,per month,90,7
426,2 bedroom house in Bakweri Town Buea,371,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/46310842dcbc17897f803977259e8be1.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3233?locale=en,Apartment,2,2.0,Bakweri Town, Buea,100000.0,per month,100,6
427,2 bedroom house in Bakweri Town Buea,398,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/e05328640362bf63681fade7574ab7b9.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3167?locale=en,Apartment,2,2.0,Bakweri Town, Buea,100000.0,per month,100,12
428,2 bedroom house in Bakweri Town Buea,417,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/562560781511d5fe155cad630c97b7a6.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3134?locale=en,Apartment,2,2.0,Bakweri Town, Buea,80000.0,per month,80,7
429,2 bedroom house in Bakweri Town Buea,421,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/8ec37745b0e46a89c673df9054fec5c5.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3127?locale=en,Apartment,2,3.0,Bakweri Town, Buea,100000.0,per month,100,5
430,2 bedroom house in Bakweri Town Buea,445,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/87aa859bb2b856119994ce63ac49169c.jpg,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3090?locale=en,Apartment,2,2.0,Bakweri Town, Buea,90000.0,per month,90,4
431,2 bedroom house in Bakweri Town Buea,446,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/d7d8e8dd7261169f76cef912cdf86e60.jpg,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-3089?locale=en,Apartment,2,2.0,Bakweri Town, Buea,75000.0,per month,75,4
432,2 bedroom house in Bakweri Town Buea,579,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/cf6af9cb843fe0eff0dc90837365fbf2.JPEG,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-2833?locale=en,Apartment,2,1.0,Bakweri Town, Buea,70000.0,per month,70,6
433,2 bedroom house in Bakweri Town Buea,717,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/d0adafc2d7f2167d0b4739efa8f18026.jpg,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-2325?locale=en,Apartment,2,2.0,Bakweri Town, Buea,110000.0,per year,110,15
434,2 bedroom house in Bakweri Town Buea,729,"2 bedrooms apartment for rent  |  Bakweri Town, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/08070dcf51139b53bede0a6c1add2c75.jpg,https://digitalrenter.com/en/apartment/Bakweri%20Town/Buea/apartment-to-let-2298?locale=en,Apartment,2,2.0,Bakweri Town, Buea,80000.0,per month,80,12
435,3 bedroom house in Beside savoy palmz hotel Limbe,316,"3 bedrooms apartment for rent  |  Beside savoy palmz hotel, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/80d5912db314cdd9c3b2acc69ad147f1.JPEG,https://digitalrenter.com/en/apartment/Beside%20savoy%20palmz%20hotel/Limbe/apartment-to-let-3385?locale=en,Apartment,3,2.0,Beside savoy palmz hotel, Limbe,150000.0,per month,150,18
436,1 bedroom house in Bocom mile 2 Limbe,312,"1 for rent  |  Bocom mile 2, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/22c70b3623a1042276f94c72c5870947.JPEG,https://digitalrenter.com/en/studio/Bocom%20mile%202/Limbe/studio-to-let-3395?locale=en,Studio,1,1.0,Bocom mile 2, Limbe,65000.0,per month,65,10
437,1 bedroom house in Bocom mile 2 Limbe,540,"1 room for rent  |  Bocom mile 2, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/8d9a4d2c2e20c0209af8f4130ab455f7.jpg,https://digitalrenter.com/en/single%20room/Bocom%20mile%202/Limbe/single-room-to-let-2905?locale=en,Single Room,1,1.0,Bocom mile 2, Limbe,35000.0,per month,35,7
438,1 bedroom house in Bocom mile 2 Limbe,734,"1 for rent  |  Bocom mile 2, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/061b3e9a935fccdde83842de9d4ae0a1.JPEG,https://digitalrenter.com/en/store/Bocom%20mile%202/Limbe/store-to-let-2288?locale=en,Store,1,1.0,Bocom mile 2, Limbe,150000.0,per month,150,5
439,2 bedroom house in After GHS Limbe  Limbe,91,"2 bedrooms apartment for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/74166357574863264b5d305f0f8bf84e.JPEG,https://digitalrenter.com/en/apartment/After%20GHS%20Limbe%20/Limbe/apartment-to-let-3796?locale=en,Apartment,2,2.0,After GHS Limbe , Limbe,80000.0,per month,80,8
440,2 bedroom house in After GHS Limbe  Limbe,98,"2 bedrooms apartment for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/6ef86e8c1b27f01ec2669da61fe85376.JPEG,https://digitalrenter.com/en/apartment/After%20GHS%20Limbe%20/Limbe/apartment-to-let-3785?locale=en,Apartment,2,2.0,After GHS Limbe , Limbe,150000.0,per month,150,12
441,2 bedroom house in After GHS Limbe  Limbe,101,"2 bedrooms apartment for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/98da6867b691b0e103e3812fefb4084d.JPEG,https://digitalrenter.com/en/apartment/After%20GHS%20Limbe%20/Limbe/apartment-to-let-3782?locale=en,Apartment,2,2.0,After GHS Limbe , Limbe,80000.0,per month,80,10
442,2 bedroom house in After GHS Limbe  Limbe,102,"2 bedrooms apartment for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/2666de7b4aa8b3e2c0aea1eaff039303.JPEG,https://digitalrenter.com/en/apartment/After%20GHS%20Limbe%20/Limbe/apartment-to-let-3781?locale=en,Apartment,2,2.0,After GHS Limbe , Limbe,80000.0,per month,80,8
443,student rooms in Bomaka  Buea,377,"1 for rent  |  Bomaka, Buea, Cameroon",https://digitalrenter.com/front/img/house-search.png,https://digitalrenter.com/en/studio/Bomaka/Buea/studio-to-let-3218?locale=en,Studio,1,1.0,Bomaka, Buea,50000.0,per month,50,0
444,student rooms in Bomaka  Buea,595,"1 for rent  |  Bomaka, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/c751a4dc97af66bd2127a45271c583f1.JPEG,https://digitalrenter.com/en/studio/Bomaka/Buea/studio-to-let-2772?locale=en,Studio,1,1.0,Bomaka, Buea,50000.0,per month,50,5
445,student rooms in Bomaka  Buea,663,"1 for rent  |  Bomaka, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/bb35cac3a364e864c364a14c866b8a12.jpg,https://digitalrenter.com/en/studio/Bomaka/Buea/studio-to-let-2519?locale=en,Studio,1,1.0,Bomaka, Buea,50000.0,per month,50,7
446,student rooms in Bulu  Buea,551,"1 for rent  |  Bulu, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/edd66e4a90efb3abc023a40f485bd4c1.JPEG,https://digitalrenter.com/en/studio/Bulu/Buea/studio-to-let-2886?locale=en,Studio,1,1.0,Bulu, Buea,50000.0,per month,50,1
447,student rooms in Bulu  Buea,552,"1 for rent  |  Bulu, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/ba9b7d12d5ef62fd4cb289ac48224b41.JPEG,https://digitalrenter.com/en/studio/Bulu/Buea/studio-to-let-2885?locale=en,Studio,1,1.0,Bulu, Buea,50000.0,per week,50,2
448,1 bedroom house in Molyko New Layout Buea,204,"1 for rent  |  Molyko New Layout, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/5821e1e8f2a5568d1c5b72a9e990e1c9.JPEG,https://digitalrenter.com/en/studio/Molyko%20New%20Layout/Buea/studio-to-let-3560?locale=en,Studio,1,1.0,Molyko New Layout, Buea,65000.0,per month,65,9
449,1 bedroom house in Molyko New Layout Buea,516,"1 toguest house to let   |  Molyko New Layout, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/bd26d9a01cbc469429cc52d43ad26af3.jpg,https://digitalrenter.com/en/guest%20house/Molyko%20New%20Layout/Buea/guest-house-to-let-2953?locale=en,Guest house,1,1.0,Molyko New Layout, Buea,30000.0,As from,30,9
450,1 bedroom house in Molyko New Layout Buea,647,"1 for rent  |  Molyko New Layout, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/bf6593856473161e76136a1f0f3e0f78.JPEG,https://digitalrenter.com/en/studio/Molyko%20New%20Layout/Buea/studio-to-let-2600?locale=en,Studio,1,1.0,Molyko New Layout, Buea,55000.0,per month,55,5
451,1 bedroom house in Molyko New Layout Buea,653,"1 room for rent  |  Molyko New Layout, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/48fb91443bc59d2bb5fe33387a54e08d.jpg,https://digitalrenter.com/en/single%20room/Molyko%20New%20Layout/Buea/single-room-to-let-2557?locale=en,Single Room,1,1.0,Molyko New Layout, Buea,410000.0,per year,410,10
452,1 bedroom house in Molyko New Layout Buea,777,"1 toguest house to let   |  Molyko New Layout, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/fe8818971ed3aaeaf2219fa70f7bd0d7.jpg,https://digitalrenter.com/en/guest%20house/Molyko%20New%20Layout/Buea/guest-house-to-let-2132?locale=en,Guest house,1,1.0,Molyko New Layout, Buea,30000.0,As from,30,11
453,1 bedroom house in Molyko New Layout Buea,847,"1 for rent  |  Molyko New Layout, Buea, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/0292a6c3c6ae4286f038906417d92e82.JPEG,https://digitalrenter.com/en/studio/Molyko%20New%20Layout/Buea/studio-to-let-1883?locale=en,Studio,1,1.0,Molyko New Layout, Buea,80000.0,per month,80,9
454,affordable houses in  Limbe Green city,12,"1 room for rent  |  Green city, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/96e48f967df252770b2c11c50644634a.JPEG,https://digitalrenter.com/en/single%20room/Green%20city/Limbe/single-room-to-let-3973?locale=en,Single Room,1,1.0,Green city, Limbe,30000.0,per month,30,4
455,affordable houses in  Limbe Green city,17,"1 room for rent  |  Green city, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/049532973ec5ab715e5ba4fac5a7df87.JPEG,https://digitalrenter.com/en/single%20room/Green%20city/Limbe/single-room-to-let-3964?locale=en,Single Room,1,1.0,Green city, Limbe,30000.0,per month,30,4
456,2 bedroom house in Mile 4 Wotutu New Layout  Limbe,710,"2 bedrooms apartment for rent  |  Mile 4 Wotutu New Layout , Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/99af66bea45acec47e4daa7a1f4f89ad.JPEG,https://digitalrenter.com/en/apartment/Mile%204%20Wotutu%20New%20Layout%20/Limbe/apartment-to-let-2352?locale=en,Apartment,2,2.0,Mile 4 Wotutu New Layout , Limbe,80000.0,per month,80,10
457,houses in  Limbe,3,"1 tomega guest house  |  Mokundange, Limbe, Cameroon",https://digitalrenter.s3.us-east-1.amazonaws.com/listings/3198c16cabf7dd0c072507a0e16e855a.jpg,https://digitalrenter.com/en/guest%20house/Mokundange/Limbe/mega-guest-house-384?locale=en,Guest house,1,1.0,Mokundange, Limbe,6552401.543315508,per month,0,17
458,houses in  Limbe,5,"1 toguest house to let   |  Mile 2 GHS, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/98b426e67bed80c639ea1d8d27e3b850.JPEG,https://digitalrenter.com/en/guest%20house/Mile%202%20GHS/Limbe/guest-house-to-let-3987?locale=en,Guest house,1,1.0,Mile 2 GHS, Limbe,60000.0,As from,60,11
459,houses in  Limbe,6,"1 for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/2d085f3edc869e28cfdb1f15bbc3ebb2.JPEG,https://digitalrenter.com/en/studio/After%20GHS%20Limbe%20/Limbe/studio-to-let-3979?locale=en,Studio,1,1.0,After GHS Limbe , Limbe,70000.0,per month,70,10
460,houses in  Limbe,7,"2 bedrooms apartment for rent  |  Kie layout , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/7909d1e573842c3f7630306805388dfa.JPEG,https://digitalrenter.com/en/apartment/Kie%20layout%20/Limbe/apartment-to-let-3978?locale=en,Apartment,2,2.0,Kie layout , Limbe,100000.0,per month,100,10
461,houses in  Limbe,8,"1 for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/9fcea257131757fdc259572f7af2934d.JPEG,https://digitalrenter.com/en/studio/After%20GHS%20Limbe%20/Limbe/studio-to-let-3977?locale=en,Studio,1,1.0,After GHS Limbe , Limbe,65000.0,per month,65,7
462,houses in  Limbe,9,"3 bedrooms apartment for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/3d260b68ffa9ea38fb02da1938dcf640.JPEG,https://digitalrenter.com/en/apartment/After%20GHS%20Limbe%20/Limbe/apartment-to-let-3976?locale=en,Apartment,3,3.0,After GHS Limbe , Limbe,150000.0,per month,150,12
463,houses in  Limbe,13,"1 for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/b25f09f9af545d8264fb4fe804894493.JPEG,https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3972?locale=en,Studio,1,1.0,Mile 3, Limbe,100000.0,per month,100,6
464,houses in  Limbe,15,"2 bedrooms apartment for rent  |  Kie layout , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/101cb5ca0eb52bdac8a1a00a658e3635.JPEG,https://digitalrenter.com/en/apartment/Kie%20layout%20/Limbe/apartment-to-let-3970?locale=en,Apartment,2,2.0,Kie layout , Limbe,90000.0,per month,90,8
465,houses in  Limbe,19,"1 for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/825410644f705be8e3741e6aa0cafd10.JPEG,https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3960?locale=en,Studio,1,1.0,Mile 3, Limbe,100000.0,per month,100,6
466,houses in  Limbe,22,"1 for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/5d231c48b254cc0e0fd0a82503a1f118.JPEG,https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3952?locale=en,Studio,1,1.0,Mile 3, Limbe,100000.0,per month,100,5
467,houses in  Limbe,26,"1 for rent  |  Beside GHS Limbe, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/1d3e8f34c7b7d564400e203de95a8146.JPEG,https://digitalrenter.com/en/studio/Beside%20GHS%20Limbe/Limbe/studio-to-let-3941?locale=en,Studio,1,1.0,Beside GHS Limbe, Limbe,60000.0,per month,60,4
468,houses in  Limbe,30,"2 bedrooms apartment for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/6cab46b93037b39f06e5052e2cb4ea4c.JPEG,https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3933?locale=en,Apartment,2,2.0,Opposite GHS LIMBE, Limbe,80000.0,per month,80,8
469,houses in  Limbe,31,"1 for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/512953382369e58ba9abcfb45764d589.JPEG,https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3932?locale=en,Apartment,1,1.0,Opposite GHS LIMBE, Limbe,100000.0,per month,100,6
470,houses in  Limbe,32,"2 bedrooms apartment for rent  |  Sokolo, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/170fbc2cc6989ce8e5deec08acc49944.JPEG,https://digitalrenter.com/en/apartment/Sokolo/Limbe/apartment-to-let-3931?locale=en,Apartment,2,2.0,Sokolo, Limbe,150000.0,per month,150,10
471,houses in  Limbe,33,"3 bedrooms apartment for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/c25e12ca4ed300c48dd749d893c73478.JPEG,https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3930?locale=en,Apartment,3,4.0,Opposite GHS LIMBE, Limbe,130000.0,per month,130,8
472,houses in  Limbe,42,"2 bedrooms apartment for rent  |  Behind GHS , Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/81cebf8e6ae46adf95d65534151a63fb.jpg,https://digitalrenter.com/en/apartment/Behind%20GHS%20/Limbe/apartment-to-let-3911?locale=en,Apartment,2,1.0,Behind GHS , Limbe,70000.0,per month,70,5
473,houses in  Limbe,69,"1 for rent  |  Ngeme, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/d3e558829a09e46125ed8a323f2251ee.JPEG,https://digitalrenter.com/en/studio/Ngeme/Limbe/studio-to-let-3876?locale=en,Studio,1,1.0,Ngeme, Limbe,60000.0,per month,60,7
474,houses in  Limbe,70,"1 bedroom studio for rent  |  Mile 2, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/92fd797e10cd6d566a4139ce3fb4004c.jpg,https://digitalrenter.com/en/studio/Mile%202/Limbe/studio-to-let-in-limbe-at-mile2-3868?locale=en,Studio,1,1.0,Mile 2, Limbe,55000.0,per month,55,1
475,houses in  Limbe,71,"2 bedroom apartment for rent  |  Bota, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/ce134bd3cb03f67c8823e96ca48b908e.jpg,https://digitalrenter.com/en/apartment/Bota/Limbe/2-bedrooms-apartment-to-let-in-limbe-at-gra-3867?locale=en,Apartment,2,2.0,Bota, Limbe,120000.0,per month,120,1
476,houses in  Limbe,74,"2 bedroom apartment for sale  |  Mile 4, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/1d39dacf280459648d986e383e935c6e.jpg,https://digitalrenter.com/en/apartment/Mile%204/Limbe/2-bedrooms-apartment-to-let-in-limbe-at-mile2-3860?locale=en,Guest house,2,2.0,Mile 4, Limbe,110000.0,per month,110,1
477,houses in  Limbe,75,"4 bedrooms apartment for sale  |  Ngeme, Limbe, Cameroon",https://digitalrenter.s3.amazonaws.com/listings/8bbbf7f36909c12a0e8850c67bc8bfd8.JPEG,https://digitalrenter.com/en/apartment/Ngeme/Limbe/apartment-for-sale-3856?locale=en,Guest house,4,5.0,Ngeme, Limbe,75000000.0,per month,75,14
