id,query,listing,title,link,listing_type,bedroom,bathrooms,location,town,price,pricepermonth,views,reactions
92,student rooms in Mayor street   Buea,37,"1 bedroom room for rent  |  Mayor street , Buea, Cameroon",https://digitalrenter.com/en/single%20room/Mayor%20street%20/Buea/single-room-to-let-3928?locale=en,Single Room,1.0,1.0,Mayor street , Buea,35000.0,per month,35,1
93,student rooms in Mayor street   Buea,39,"1 bedroom room for rent  |  Mayor street , Buea, Cameroon",https://digitalrenter.com/en/single%20room/Mayor%20street%20/Buea/single-room-to-let-3924?locale=en,Single Room,1.0,1.0,Mayor street , Buea,35000.0,per month,35,1
94,student rooms in Ngeme  Limbe,22,"1 bedroom room for rent  |  Ngeme, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Ngeme/Limbe/single-room-to-let-3959?locale=en,Single Room,1.0,1.0,Ngeme, Limbe,35000.0,per month,35,5
95,4 bedroom house in Bonamousadi Douala,36,"4 bedroom bedrooms duplex for sale  |  Bonamousadi, Douala, Cameroon",https://digitalrenter.com/en/duplex/Bonamousadi/Douala/duplex-for-sale-3929?locale=en,Guest house,4.0,3.0,Bonamousadi, Douala,65000000.0,per month,65,12
96,guest house in  Douala Baoba - Bonamousadi,38,"4 bedroom bedrooms duplex for sale  |  Baoba - Bonamousadi, Douala, Cameroon",https://digitalrenter.com/en/duplex/Baoba%20-%20Bonamousadi/Douala/duplex-for-sale-3926?locale=en,Guest house,4.0,5.0,Baoba - Bonamousadi, Douala,70.0,per month,70,0
97,family houses in  Limbe Mile 3,15,"1 bedroom for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3972?locale=en,Studio,1.0,1.0,Mile 3, Limbe,100000.0,per month,100,6
98,family houses in  Limbe Mile 3,21,"1 bedroom for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3960?locale=en,Studio,1.0,1.0,Mile 3, Limbe,100000.0,per month,100,6
99,family houses in  Limbe Mile 3,24,"1 bedroom for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3952?locale=en,Studio,1.0,1.0,Mile 3, Limbe,100000.0,per month,100,5
100,family houses in  Limbe Beside GHS Limbe,28,"1 bedroom for rent  |  Beside GHS Limbe, Limbe, Cameroon",https://digitalrenter.com/en/studio/Beside%20GHS%20Limbe/Limbe/studio-to-let-3941?locale=en,Studio,1.0,1.0,Beside GHS Limbe, Limbe,60000.0,per month,60,4
101,student rooms in Mile 17  Buea,3,"1 bedroom toguest house to let   |  Mile 17, Buea, Cameroon",https://digitalrenter.com/en/guest%20house/Mile%2017/Buea/guest-house-to-let-1701?locale=en,Guest house,1.0,1.0,Mile 17, Buea,25000.0,As from,25,20
102,2 bedroom house in After Savoy Palms towards red cross Junction,31,"2 bedroom bedrooms apartment for rent  |  After Savoy Palms, towards red cross Junction, Limbe, Cameroon","https://digitalrenter.com/en/apartment/After%20Savoy%20Palms,%20towards%20red%20cross%20Junction/Limbe/apartment-to-let-3934?locale=en",Apartment,2.0,2.0,After Savoy Palms, towards red cross Junction,130000.0,per month,130,7
103,affordable houses in  Limbe Ngeme,22,"1 bedroom room for rent  |  Ngeme, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Ngeme/Limbe/single-room-to-let-3959?locale=en,Single Room,1.0,1.0,Ngeme, Limbe,35000.0,per month,35,5
104,1 bedroom house in Mile three  Bamenda,6,"1 bedroom for sale  |  Mile three , Bamenda, Cameroon",https://digitalrenter.com/en/duplex/Mile%20three%20/Bamenda/duplex-for-sale-3994?locale=en,Guest house,1.0,1.0,Mile three , Bamenda,150.0,per month,150,1
105,family houses in  towards red cross Junction After Savoy Palms,31,"2 bedroom bedrooms apartment for rent  |  After Savoy Palms, towards red cross Junction, Limbe, Cameroon","https://digitalrenter.com/en/apartment/After%20Savoy%20Palms,%20towards%20red%20cross%20Junction/Limbe/apartment-to-let-3934?locale=en",Apartment,2.0,2.0,After Savoy Palms, towards red cross Junction,130000.0,per month,130,7
106,apartment in  Yaounde Odza,23,"3 bedroom bedrooms apartment for rent  |  Odza, Yaounde, Cameroon",https://digitalrenter.com/en/apartment/Odza/Yaounde/apartment-to-let-3955?locale=en,Apartment,3.0,2.0,Odza, Yaounde,250000.0,per month,250,7
107,3 bedroom house in Opposite GHS LIMBE Limbe,35,"3 bedroom bedrooms apartment for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3930?locale=en,Apartment,3.0,4.0,Opposite GHS LIMBE, Limbe,130000.0,per month,130,8
108,affordable houses in  Buea Mile 17,3,"1 bedroom toguest house to let   |  Mile 17, Buea, Cameroon",https://digitalrenter.com/en/guest%20house/Mile%2017/Buea/guest-house-to-let-1701?locale=en,Guest house,1.0,1.0,Mile 17, Buea,25000.0,As from,25,20
109,family houses in  Buea Bonduma,1,"1 bedroom for rent  |  Bonduma, Buea, Cameroon",https://digitalrenter.com/en/studio/Bonduma/Buea/studio-to-let-3309?locale=en,Studio,1.0,1.0,Bonduma, Buea,50000.0,per month,50,4
110,family houses in  Buea Bonduma,42,"1 bedroom bedroom studio for rent  |  Bonduma, Buea, Cameroon",https://digitalrenter.com/en/studio/Bonduma/Buea/studio-to-let-3914?locale=en,Studio,1.0,1.0,Bonduma, Buea,50000.0,per month,50,5
111,student rooms in Sandpit  Buea,40,"1 bedroom bedroom studio for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/studio/Sandpit/Buea/studio-to-let-3918?locale=en,Studio,1.0,1.0,Sandpit, Buea,50000.0,per month,50,4
112,student rooms in Mile 2 GHS  Limbe,29,"1 bedroom room for rent  |  Mile 2 GHS, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Mile%202%20GHS/Limbe/single-room-to-let-3940?locale=fr,Single Room,1.0,1.0,Mile 2 GHS, Limbe,40000.0,per month,40,5
113,student rooms in Mile 2 GHS  Limbe,30,"1 bedroom room for rent  |  Mile 2 GHS, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Mile%202%20GHS/Limbe/single-room-to-let-3936?locale=fr,Single Room,1.0,1.0,Mile 2 GHS, Limbe,35000.0,per month,35,5
114,student rooms in Mile 2  Limbe,26,"1 bedroom room for rent  |  Mile 2, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Mile%202/Limbe/single-room-to-let-3944?locale=en,Single Room,1.0,1.0,Mile 2, Limbe,35000.0,per month,35,4
115,apartment in  Limbe Sokolo,34,"2 bedroom bedrooms apartment for rent  |  Sokolo, Limbe, Cameroon",https://digitalrenter.com/en/apartment/Sokolo/Limbe/apartment-to-let-3931?locale=en,Apartment,2.0,2.0,Sokolo, Limbe,150000.0,per month,150,10
116,apartment in  Buea Sandpit,2,"3 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3308?locale=fr,Apartment,3.0,2.0,Sandpit, Buea,120.0,per month,120,7
117,apartment in  Buea Sandpit,41,"2 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3916?locale=en,Apartment,2.0,2.0,Sandpit, Buea,80000.0,per month,80,6
118,apartment in  Buea Sandpit,46,"1 bedroom for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3907?locale=en,Apartment,1.0,2.0,Sandpit, Buea,100000.0,per month,100,5
119,apartment in  Buea Sandpit,47,"2 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3906?locale=en,Apartment,2.0,2.0,Sandpit, Buea,110000.0,per month,110,8
120,apartment in  Buea Sandpit,48,"3 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3905?locale=en,Apartment,3.0,2.0,Sandpit, Buea,140000.0,per month,140,6
121,2 bedroom house in Kie layout  Limbe,9,"2 bedroom bedrooms apartment for rent  |  Kie layout , Limbe, Cameroon",https://digitalrenter.com/en/apartment/Kie%20layout%20/Limbe/apartment-to-let-3978?locale=en,Apartment,2.0,2.0,Kie layout , Limbe,100000.0,per month,100,10
122,2 bedroom house in Kie layout  Limbe,17,"2 bedroom bedrooms apartment for rent  |  Kie layout , Limbe, Cameroon",https://digitalrenter.com/en/apartment/Kie%20layout%20/Limbe/apartment-to-let-3970?locale=en,Apartment,2.0,2.0,Kie layout , Limbe,90000.0,per month,90,8
123,student rooms in Green city  Limbe,14,"1 bedroom room for rent  |  Green city, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Green%20city/Limbe/single-room-to-let-3973?locale=en,Single Room,1.0,1.0,Green city, Limbe,30000.0,per month,30,4
124,student rooms in Green city  Limbe,19,"1 bedroom room for rent  |  Green city, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Green%20city/Limbe/single-room-to-let-3964?locale=en,Single Room,1.0,1.0,Green city, Limbe,30000.0,per month,30,4
125,affordable houses in  Buea Sandpit,40,"1 bedroom bedroom studio for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/studio/Sandpit/Buea/studio-to-let-3918?locale=en,Studio,1.0,1.0,Sandpit, Buea,50000.0,per month,50,4
126,student rooms in After GHS Limbe   Limbe,12,"1 bedroom room for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.com/en/single%20room/After%20GHS%20Limbe%20/Limbe/single-room-to-let-3975?locale=en,Single Room,1.0,1.0,After GHS Limbe , Limbe,50000.0,per month,50,6
127,family houses in  Buea Longstreet,43,"1 bedroom bedroom studio for rent  |  Longstreet, Buea, Cameroon",https://digitalrenter.com/en/studio/Longstreet/Buea/studio-to-let-3913?locale=en,Studio,1.0,1.0,Longstreet, Buea,55000.0,per month,55,5
128,4 bedroom house in Baoba - Bonamousadi Douala,38,"4 bedroom bedrooms duplex for sale  |  Baoba - Bonamousadi, Douala, Cameroon",https://digitalrenter.com/en/duplex/Baoba%20-%20Bonamousadi/Douala/duplex-for-sale-3926?locale=en,Guest house,4.0,5.0,Baoba - Bonamousadi, Douala,70.0,per month,70,0
129,2 bedroom house in Opposite GHS LIMBE Limbe,32,"2 bedroom bedrooms apartment for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3933?locale=en,Apartment,2.0,2.0,Opposite GHS LIMBE, Limbe,80000.0,per month,80,8
130,1 bedroom house in Mime Akom,5,"1 bedroom room for rent  |  Mime, Akom, Cameroon",https://digitalrenter.com/en/single%20room/Mime/Akom/single-room-to-let-4002?locale=en,Single Room,1.0,1.0,Mime, Akom,200000.0,per year,200,0
131,family houses in  Buea Sandpit,2,"3 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3308?locale=fr,Apartment,3.0,2.0,Sandpit, Buea,120.0,per month,120,7
132,family houses in  Buea Sandpit,40,"1 bedroom bedroom studio for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/studio/Sandpit/Buea/studio-to-let-3918?locale=en,Studio,1.0,1.0,Sandpit, Buea,50000.0,per month,50,4
133,family houses in  Buea Sandpit,41,"2 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3916?locale=en,Apartment,2.0,2.0,Sandpit, Buea,80000.0,per month,80,6
134,family houses in  Buea Sandpit,46,"1 bedroom for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3907?locale=en,Apartment,1.0,2.0,Sandpit, Buea,100000.0,per month,100,5
135,family houses in  Buea Sandpit,47,"2 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3906?locale=en,Apartment,2.0,2.0,Sandpit, Buea,110000.0,per month,110,8
136,family houses in  Buea Sandpit,48,"3 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3905?locale=en,Apartment,3.0,2.0,Sandpit, Buea,140000.0,per month,140,6
137,1 bedroom house in Mile 3 Limbe,15,"1 bedroom for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3972?locale=en,Studio,1.0,1.0,Mile 3, Limbe,100000.0,per month,100,6
138,1 bedroom house in Mile 3 Limbe,21,"1 bedroom for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3960?locale=en,Studio,1.0,1.0,Mile 3, Limbe,100000.0,per month,100,6
139,1 bedroom house in Mile 3 Limbe,24,"1 bedroom for rent  |  Mile 3, Limbe, Cameroon",https://digitalrenter.com/en/studio/Mile%203/Limbe/studio-to-let-3952?locale=en,Studio,1.0,1.0,Mile 3, Limbe,100000.0,per month,100,5
140,houses in  Douala,36,"4 bedroom bedrooms duplex for sale  |  Bonamousadi, Douala, Cameroon",https://digitalrenter.com/en/duplex/Bonamousadi/Douala/duplex-for-sale-3929?locale=en,Guest house,4.0,3.0,Bonamousadi, Douala,65000000.0,per month,65,12
141,houses in  Douala,38,"4 bedroom bedrooms duplex for sale  |  Baoba - Bonamousadi, Douala, Cameroon",https://digitalrenter.com/en/duplex/Baoba%20-%20Bonamousadi/Douala/duplex-for-sale-3926?locale=en,Guest house,4.0,5.0,Baoba - Bonamousadi, Douala,70.0,per month,70,0
142,houses in  Buea,1,"1 bedroom for rent  |  Bonduma, Buea, Cameroon",https://digitalrenter.com/en/studio/Bonduma/Buea/studio-to-let-3309?locale=en,Studio,1.0,1.0,Bonduma, Buea,50000.0,per month,50,4
143,houses in  Buea,2,"3 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3308?locale=fr,Apartment,3.0,2.0,Sandpit, Buea,120.0,per month,120,7
144,houses in  Buea,3,"1 bedroom toguest house to let   |  Mile 17, Buea, Cameroon",https://digitalrenter.com/en/guest%20house/Mile%2017/Buea/guest-house-to-let-1701?locale=en,Guest house,1.0,1.0,Mile 17, Buea,25000.0,As from,25,20
145,houses in  Buea,40,"1 bedroom bedroom studio for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/studio/Sandpit/Buea/studio-to-let-3918?locale=en,Studio,1.0,1.0,Sandpit, Buea,50000.0,per month,50,4
146,houses in  Buea,41,"2 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3916?locale=en,Apartment,2.0,2.0,Sandpit, Buea,80000.0,per month,80,6
147,houses in  Buea,42,"1 bedroom bedroom studio for rent  |  Bonduma, Buea, Cameroon",https://digitalrenter.com/en/studio/Bonduma/Buea/studio-to-let-3914?locale=en,Studio,1.0,1.0,Bonduma, Buea,50000.0,per month,50,5
148,houses in  Buea,43,"1 bedroom bedroom studio for rent  |  Longstreet, Buea, Cameroon",https://digitalrenter.com/en/studio/Longstreet/Buea/studio-to-let-3913?locale=en,Studio,1.0,1.0,Longstreet, Buea,55000.0,per month,55,5
149,houses in  Buea,46,"1 bedroom for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3907?locale=en,Apartment,1.0,2.0,Sandpit, Buea,100000.0,per month,100,5
150,houses in  Buea,47,"2 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3906?locale=en,Apartment,2.0,2.0,Sandpit, Buea,110000.0,per month,110,8
151,houses in  Buea,48,"3 bedroom bedrooms apartment for rent  |  Sandpit, Buea, Cameroon",https://digitalrenter.com/en/apartment/Sandpit/Buea/apartment-to-let-3905?locale=en,Apartment,3.0,2.0,Sandpit, Buea,140000.0,per month,140,6
152,3 bedroom house in After GHS Limbe  Limbe,11,"3 bedroom bedrooms apartment for rent  |  After GHS Limbe , Limbe, Cameroon",https://digitalrenter.com/en/apartment/After%20GHS%20Limbe%20/Limbe/apartment-to-let-3976?locale=en,Apartment,3.0,3.0,After GHS Limbe , Limbe,150000.0,per month,150,12
153,1 bedroom house in Karata Limbe,16,"1 bedroom room for rent  |  Karata, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Karata/Limbe/single-room-to-let-3971?locale=en,Single Room,1.0,1.0,Karata, Limbe,45000.0,per month,45,4
154,family houses in  Limbe Opposite GHS LIMBE,32,"2 bedroom bedrooms apartment for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3933?locale=en,Apartment,2.0,2.0,Opposite GHS LIMBE, Limbe,80000.0,per month,80,8
155,family houses in  Limbe Opposite GHS LIMBE,33,"1 bedroom for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3932?locale=en,Apartment,1.0,1.0,Opposite GHS LIMBE, Limbe,100000.0,per month,100,6
156,family houses in  Limbe Opposite GHS LIMBE,35,"3 bedroom bedrooms apartment for rent  |  Opposite GHS LIMBE, Limbe, Cameroon",https://digitalrenter.com/en/apartment/Opposite%20GHS%20LIMBE/Limbe/apartment-to-let-3930?locale=en,Apartment,3.0,4.0,Opposite GHS LIMBE, Limbe,130000.0,per month,130,8
157,apartment in  towards red cross Junction After Savoy Palms,31,"2 bedroom bedrooms apartment for rent  |  After Savoy Palms, towards red cross Junction, Limbe, Cameroon","https://digitalrenter.com/en/apartment/After%20Savoy%20Palms,%20towards%20red%20cross%20Junction/Limbe/apartment-to-let-3934?locale=en",Apartment,2.0,2.0,After Savoy Palms, towards red cross Junction,130000.0,per month,130,7
158,1 bedroom house in Ngeme Limbe,22,"1 bedroom room for rent  |  Ngeme, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Ngeme/Limbe/single-room-to-let-3959?locale=en,Single Room,1.0,1.0,Ngeme, Limbe,35000.0,per month,35,5
159,houses in  towards red cross Junction,31,"2 bedroom bedrooms apartment for rent  |  After Savoy Palms, towards red cross Junction, Limbe, Cameroon","https://digitalrenter.com/en/apartment/After%20Savoy%20Palms,%20towards%20red%20cross%20Junction/Limbe/apartment-to-let-3934?locale=en",Apartment,2.0,2.0,After Savoy Palms, towards red cross Junction,130000.0,per month,130,7
160,affordable houses in  Limbe Karata,16,"1 bedroom room for rent  |  Karata, Limbe, Cameroon",https://digitalrenter.com/en/single%20room/Karata/Limbe/single-room-to-let-3971?locale=en,Single Room,1.0,1.0,Karata, Limbe,45000.0,per month,45,4
161,guest house in  Limbe Mile 2 GHS,7,"1 bedroom toguest house to let   |  Mile 2 GHS, Limbe, Cameroon",https://digitalrenter.com/en/guest%20house/Mile%202%20GHS/Limbe/guest-house-to-let-3987?locale=en,Guest house,1.0,1.0,Mile 2 GHS, Limbe,60000.0,As from,60,11
